match_name,franchise,image_name,label,sponsor_name,sponsor_asset_type,sponsor_asset_location,sponsor_asset_visibility,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_1_68ddb18f-8a8a-4648-919b-db700703c9cc.jpg,Freemans_cap_logo_partially_visible,Freemans,cap,logo_partially,visible,0.24406744539737701,822.016845703125,63.61500549316406,955.585205078125,163.75120544433594
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_1_68ddb18f-8a8a-4648-919b-db700703c9cc.jpg,Valvoline_jersey_sleeve_logo_clear,Valvoline,jersey,sleeve_logo,clear,0.2066853791475296,166.73159790039062,322.50762939453125,286.0314636230469,408.90496826171875
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_1_68ddb18f-8a8a-4648-919b-db700703c9cc.jpg,AvonCycles_trousers_logo_partially_visible,AvonCycles,trousers,logo_partially,visible,0.16074547171592712,339.476806640625,727.3679809570312,434.871826171875,821.5975952148438
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_1_68ddb18f-8a8a-4648-919b-db700703c9cc.jpg,AllSeasons_jersey_sleeve_logo_clear,AllSeasons,jersey,sleeve_logo,clear,0.1482672095298767,201.1817626953125,261.76422119140625,331.8800048828125,344.2059326171875
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_2_a583c8b8-d5ee-42ae-8cbe-400b83eff1fd.jpg,Dream11_jersey_chest_logo_clear,Dream11,jersey,chest_logo,clear,0.9422306418418884,368.4124755859375,616.4995727539062,758.754150390625,784.7683715820312
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_2_a583c8b8-d5ee-42ae-8cbe-400b83eff1fd.jpg,BKT_jersey_back_logo_clear,BKT,jersey,back_logo,clear,0.7473527789115906,359.59063720703125,493.70489501953125,526.4407348632812,612.2918090820312
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_2_a583c8b8-d5ee-42ae-8cbe-400b83eff1fd.jpg,KentMineralRO_jersey_chest_logo_clear,KentMineralRO,jersey,chest_logo,clear,0.6731081604957581,366.86260986328125,497.273193359375,530.9586181640625,612.26416015625
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_2_a583c8b8-d5ee-42ae-8cbe-400b83eff1fd.jpg,KentMineralRO_jersey_chest_logo_obstructed,KentMineralRO,jersey,chest_logo,obstructed,0.18052586913108826,353.5252685546875,496.0806884765625,523.8297729492188,601.7847900390625
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_2_a583c8b8-d5ee-42ae-8cbe-400b83eff1fd.jpg,BKT_jersey_back_logo_clear,BKT,jersey,back_logo,clear,0.11886390298604965,374.49407958984375,494.2728271484375,522.1376342773438,581.2528076171875
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_4_18f2732a-949b-40b5-b3fe-1703e2fd06d0.jpg,BKT_jersey_back_logo_clear,BKT,jersey,back_logo,clear,0.19526882469654083,460.11065673828125,484.3297119140625,623.8897094726562,590.0255126953125
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_5_99f3e246-6515-4e17-85ad-758f1b0d469b.jpg,Dream11_jersey_chest_logo_clear,Dream11,jersey,chest_logo,clear,0.26361772418022156,637.5156860351562,550.7908325195312,840.3938598632812,685.1784057617188
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_6_5327e19a-ad73-49f9-b747-41a58d18286f.jpg,KentMineralRO_jersey_chest_logo_clear,KentMineralRO,jersey,chest_logo,clear,0.7704298496246338,707.1844482421875,392.7733154296875,830.9940185546875,473.690185546875
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_6_5327e19a-ad73-49f9-b747-41a58d18286f.jpg,Dream11_jersey_chest_logo_clear,Dream11,jersey,chest_logo,clear,0.7008794546127319,715.62548828125,463.90838623046875,1042.6876220703125,599.1952514648438
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_8_affb47b2-ecb2-4dc3-99c0-b6b3e466f300.jpg,Jio_jersey_shoulder_logo_clear,Jio,jersey,shoulder_logo,clear,0.8185585141181946,875.1328125,387.890625,1032.9432373046875,522.6834716796875
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_8_affb47b2-ecb2-4dc3-99c0-b6b3e466f300.jpg,Dream11_jersey_chest_logo_clear,Dream11,jersey,chest_logo,clear,0.39188152551651,35.874664306640625,599.7736206054688,309.8365783691406,784.7178344726562
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_8_affb47b2-ecb2-4dc3-99c0-b6b3e466f300.jpg,BKT_jersey_back_logo_clear,BKT,jersey,back_logo,clear,0.3429092466831207,22.810760498046875,598.3531494140625,336.0035705566406,778.7818603515625
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_8_affb47b2-ecb2-4dc3-99c0-b6b3e466f300.jpg,BKT_jersey_back_logo_clear,BKT,jersey,back_logo,clear,0.3394116163253784,872.5386352539062,516.1827392578125,1004.4055786132812,648.4434814453125
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_8_affb47b2-ecb2-4dc3-99c0-b6b3e466f300.jpg,KentMineralRO_jersey_chest_logo_clear,KentMineralRO,jersey,chest_logo,clear,0.25536850094795227,518.3954467773438,335.61676025390625,597.4435424804688,431.48004150390625
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_8_affb47b2-ecb2-4dc3-99c0-b6b3e466f300.jpg,KentMineralRO_jersey_chest_logo_obstructed,KentMineralRO,jersey,chest_logo,obstructed,0.21260201930999756,516.8433837890625,337.292236328125,595.84814453125,427.0643310546875
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_8_affb47b2-ecb2-4dc3-99c0-b6b3e466f300.jpg,Freemans_cap_logo_partially_visible,Freemans,cap,logo_partially,visible,0.1124575212597847,410.74407958984375,378.542236328125,497.50238037109375,434.423828125
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_10_d0aff31f-134c-4f9e-80be-b11be2d6027e.jpg,BKT_jersey_back_logo_clear,BKT,jersey,back_logo,clear,0.9103385806083679,1125.26708984375,448.5814208984375,1280.0,582.701416015625
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_10_d0aff31f-134c-4f9e-80be-b11be2d6027e.jpg,Jio_jersey_shoulder_logo_clear,Jio,jersey,shoulder_logo,clear,0.45841050148010254,842.8470458984375,430.7186279296875,991.7587890625,543.4210815429688
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_10_d0aff31f-134c-4f9e-80be-b11be2d6027e.jpg,BKT_jersey_back_logo_clear,BKT,jersey,back_logo,clear,0.2580278813838959,846.5733642578125,539.9227905273438,974.7535400390625,686.7161254882812
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_10_d0aff31f-134c-4f9e-80be-b11be2d6027e.jpg,Jio_jersey_shoulder_logo_clear,Jio,jersey,shoulder_logo,clear,0.20966967940330505,883.0891723632812,433.05767822265625,989.9879760742188,540.6578979492188
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_10_d0aff31f-134c-4f9e-80be-b11be2d6027e.jpg,Jio_jersey_shoulder_logo_clear,Jio,jersey,shoulder_logo,clear,0.20505765080451965,156.29840087890625,536.94873046875,286.54632568359375,655.772216796875
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_10_d0aff31f-134c-4f9e-80be-b11be2d6027e.jpg,AvonCycles_trousers_logo_partially_visible,AvonCycles,trousers,logo_partially,visible,0.17880277335643768,483.37603759765625,782.241943359375,580.7568969726562,844.7520751953125
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_10_d0aff31f-134c-4f9e-80be-b11be2d6027e.jpg,AvonCycles_trousers_logo_partially_visible,AvonCycles,trousers,logo_partially,visible,0.1307862401008606,842.28271484375,539.9844360351562,975.16162109375,686.3899536132812
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_10_d0aff31f-134c-4f9e-80be-b11be2d6027e.jpg,EcoLink_cap_logo_clear,EcoLink,cap,logo,clear,0.10998170077800751,472.10931396484375,406.18963623046875,590.1275024414062,470.69891357421875
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_10_d0aff31f-134c-4f9e-80be-b11be2d6027e.jpg,Valvoline_jersey_sleeve_logo_blurry,Valvoline,jersey,sleeve_logo,blurry,0.10124814510345459,29.005538940429688,345.5394592285156,133.74758911132812,399.4338684082031
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,BKT_jersey_back_logo_clear,BKT,jersey,back_logo,clear,0.9539130926132202,1103.317138671875,386.91180419921875,1237.384521484375,485.57305908203125
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,Jio_jersey_shoulder_logo_clear,Jio,jersey,shoulder_logo,clear,0.6772701740264893,940.865966796875,379.91729736328125,1009.63330078125,454.29302978515625
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,BKT_jersey_back_logo_clear,BKT,jersey,back_logo,clear,0.6399215459823608,532.2291870117188,315.5269470214844,677.7326049804688,397.6730041503906
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,Valvoline_jersey_sleeve_logo_blurry,Valvoline,jersey,sleeve_logo,blurry,0.38265112042427063,767.230712890625,350.64984130859375,821.85791015625,395.6881103515625
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,KentMineralRO_jersey_chest_logo_obstructed,KentMineralRO,jersey,chest_logo,obstructed,0.3485288619995117,831.0989990234375,311.68408203125,895.9959716796875,369.1558837890625
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,EcoLink_cap_logo_partially_visible,EcoLink,cap,logo_partially,visible,0.2998584806919098,638.98828125,183.3185272216797,711.133544921875,220.62913513183594
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,BKT_jersey_back_logo_clear,BKT,jersey,back_logo,clear,0.2919723093509674,399.6361083984375,173.0804443359375,544.97314453125,243.111328125
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,BKT_jersey_back_logo_clear,BKT,jersey,back_logo,clear,0.24018095433712006,128.30886840820312,224.6171875,269.8879089355469,292.91973876953125
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,Freemans_cap_logo_partially_visible,Freemans,cap,logo_partially,visible,0.18730999529361725,639.4022216796875,184.271240234375,710.5504150390625,220.48480224609375
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,Freemans_cap_logo_partially_visible,Freemans,cap,logo_partially,visible,0.1719406396150589,1066.5653076171875,173.67404174804688,1151.1365966796875,220.56118774414062
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,Dream11_jersey_chest_logo_partially_visible,Dream11,jersey,chest_logo_partially,visible,0.1605464220046997,826.7423095703125,345.6618957519531,958.2174072265625,418.8793640136719
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,Jio_jersey_shoulder_logo_clear,Jio,jersey,shoulder_logo,clear,0.12515056133270264,917.6806640625,380.49188232421875,1011.191162109375,497.7132568359375
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,AllSeasons_jersey_chest_logo_blurry,AllSeasons,jersey,chest_logo,blurry,0.1224917322397232,763.9886474609375,306.0153503417969,833.1925048828125,347.5329895019531
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,AllSeasons_jersey_sleeve_logo_partially_visible,AllSeasons,jersey,sleeve_logo_partially,visible,0.11465524882078171,694.4292602539062,351.49859619140625,765.2573852539062,394.7572021484375
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_11_0fdc5703-16cf-4a94-9d40-9f36238fec9a.jpg,AllSeasons_jersey_sleeve_logo_partially_visible,AllSeasons,jersey,sleeve_logo_partially,visible,0.10493128001689911,765.4423828125,307.56585693359375,832.99365234375,346.35296630859375
Match_69_TATA_IPL_2025_PBKS_vs_MI,Punjab Kings,image_14_f0a53f59-f51f-494e-b8b4-dfd930997a35.jpg,KentMineralRO_jersey_chest_logo_blurry,KentMineralRO,jersey,chest_logo,blurry,0.7789043188095093,1075.4473876953125,220.94049072265625,1135.0672607421875,259.56170654296875
